,Component 0,Age,ID
95,2.406273107640108,33.0,CC220323
96,2.651287749831036,34.0,CC220335
97,1.2283371032052448,29.0,CC220352
98,2.520327726122912,37.0,CC220372
99,2.3094917241567057,33.0,CC220394
100,0.9917640230667051,31.0,CC220419
101,0.48148940323754263,,CC220506
102,2.851337600728101,32.0,CC220511
103,-0.6225627543228431,30.0,CC220518
104,0.8632774069878622,29.0,CC220519
105,2.59422879748132,28.0,CC220526
106,3.5450370906362694,32.0,CC220535
107,4.228597075013306,37.0,CC220567
108,2.8694593690433727,32.0,CC220610
109,-0.06500931460238975,36.0,CC220635
110,0.11136354233495438,35.0,CC220697
111,0.3242237309046103,33.0,CC220713
112,1.910613131701075,35.0,CC220806
113,2.688532742870316,33.0,CC220828
114,0.7998675890946958,37.0,CC220843
115,1.7228938198406059,35.0,CC220901
116,2.3369494176218826,34.0,CC220920
117,1.5407452731328803,37.0,CC220974
118,0.20962559419393081,37.0,CC220999
119,2.7541917648447556,37.0,CC221002
120,1.7239626526999405,38.0,CC221031
121,1.9109017244756534,28.0,CC221033
122,0.3088999368344821,29.0,CC221038
123,2.6535995317387413,36.0,CC221040
124,1.123835949248729,31.0,CC221054
125,1.264551660718799,35.0,CC221107
126,1.5245947048526312,29.0,CC221209
127,3.3982775808126537,37.0,CC221220
128,2.5429503310497554,32.0,CC221244
129,1.2256982299801775,36.0,CC221324
130,1.1244054277562354,34.0,CC221336
131,2.7280308449561,37.0,CC221352
132,1.2853827849341393,29.0,CC221373
133,-0.20635521125712733,35.0,CC221487
134,1.3867716641479557,36.0,CC221511
135,1.292984120878717,34.0,CC221527
136,0.8984668864210547,32.0,CC221565
137,1.5514118010153817,31.0,CC221580
138,2.652625658075264,37.0,CC221585
139,3.291419920740243,33.0,CC221595
140,0.7432087161023762,30.0,CC221648
141,1.6528128726394133,36.0,CC221733
142,1.9064020328547109,34.0,CC221737
143,1.478986192814427,35.0,CC221740
144,1.780351978160616,32.0,CC221755
145,1.6339885183195118,32.0,CC221775
146,2.2160776082189355,32.0,CC221828
147,0.4018673161594771,33.0,CC221886
148,2.1945094906532843,37.0,CC221935
149,3.162723837559632,32.0,CC221954
150,-0.15159483153307673,37.0,CC221977
151,3.23154448634463,34.0,CC221980
152,3.2726378345608587,37.0,CC222120
153,1.7792624915762165,34.0,CC222125
154,3.1039595448088217,32.0,CC222185
155,1.5360305197087418,35.0,CC222258
156,-0.2717108864757348,37.0,CC222264
157,2.5732385920720326,38.0,CC222304
158,0.958962971212824,35.0,CC222326
159,-0.26089984223985413,37.0,CC222367
160,-0.7056394376000116,38.0,CC222496
161,2.9013809750244475,29.0,CC222555
162,2.0216106555695212,30.0,CC222652
163,-1.4010813060140763,31.0,CC222797
164,2.2880974258779125,32.0,CC222956
165,3.1148647161717027,38.0,CC223085
166,-0.41819733511530044,36.0,CC223115
167,-1.2293606518453948,36.0,CC223286
168,1.6169890593266776,45.0,CC310008
169,2.592050210807427,42.0,CC310051
170,1.5381973754650322,42.0,CC310052
171,-1.3644537827403294,47.0,CC310086
172,2.786260116934005,47.0,CC310127
173,0.11095681624168728,40.0,CC310129
174,1.4570215039871617,42.0,CC310135
175,1.3267154799492964,48.0,CC310142
176,0.14603790362932273,41.0,CC310160
177,1.262125976150025,39.0,CC310203
178,-0.6094899205378297,46.0,CC310214
179,0.7220079784898435,47.0,CC310224
180,-0.9702935179315118,47.0,CC310252
181,1.1050086132406929,44.0,CC310256
182,0.6120866279162478,44.0,CC310263
183,-0.8010317441456105,46.0,CC310331
184,-0.9352541818121911,43.0,CC310361
185,0.18771026633973692,48.0,CC310385
186,2.0112125745236042,41.0,CC310391
187,0.7683887109530261,41.0,CC310397
188,2.1485861757172633,43.0,CC310400
189,1.8720798010890787,46.0,CC310402
190,2.703114988772241,39.0,CC310407
191,1.5014120340493564,41.0,CC310410
192,-0.44578259962825784,40.0,CC310414
193,0.5146323356260458,46.0,CC310450
194,0.2777178101916516,45.0,CC310463
195,1.3176394748639226,,CC310473
196,2.6474119693919276,47.0,CC312058
197,0.6344642851029205,45.0,CC312149
198,2.098827194846698,48.0,CC312222
199,0.7194497260585866,46.0,CC320002
200,1.6900902125397976,40.0,CC320022
201,0.5491510972603031,45.0,CC320036
202,0.8175698235396229,48.0,CC320059
203,-2.180310098906614,46.0,CC320077
204,2.7006928723634425,41.0,CC320088
205,0.7883524076732802,47.0,CC320089
206,-0.6094025234212626,47.0,CC320107
207,2.102608488460125,39.0,CC320109
208,1.0283989733112793,42.0,CC320116
209,2.1006734212013725,48.0,CC320160
210,1.1488638943657823,45.0,CC320199
211,0.546624396462849,45.0,CC320202
212,0.02601643301017906,47.0,CC320206
213,2.441648184543252,47.0,CC320218
214,0.4507139498331108,38.0,CC320267
215,2.9199427020652062,42.0,CC320269
216,-0.1058427327322898,40.0,CC320297
217,-2.20521464996434,40.0,CC320321
218,1.222845972620585,44.0,CC320325
219,2.692809471821731,44.0,CC320336
220,1.1869462877876167,40.0,CC320342
221,0.17112089743929582,47.0,CC320359
222,2.6609264861199167,41.0,CC320361
223,-3.0560906245229846,48.0,CC320379
224,0.7120911265061395,48.0,CC320400
225,1.245348159292505,39.0,CC320417
226,-2.3012335274442024,45.0,CC320428
227,1.5578428897894616,48.0,CC320429
228,1.6365561375246889,47.0,CC320445
229,3.3083591048172063,42.0,CC320448
230,1.3661128772095006,42.0,CC320461
231,2.932784139518195,40.0,CC320478
232,1.8033231434722286,46.0,CC320500
233,1.3088393323980403,48.0,CC320553
234,0.1835118951189086,44.0,CC320568
235,1.3322019198132702,40.0,CC320574
236,2.593661922075623,39.0,CC320575
237,0.6519039260550756,45.0,CC320576
238,-0.4656310318419088,45.0,CC320608
239,1.7935393617886801,39.0,CC320616
240,0.5499942511943978,46.0,CC320621
241,0.32013539481018033,45.0,CC320636
242,1.3688203680069313,42.0,CC320651
243,1.8506143284150298,43.0,CC320661
244,0.9977719265663921,41.0,CC320680
245,-0.2265195166211294,40.0,CC320686
246,2.079232753452153,41.0,CC320687
247,1.7997239631646484,45.0,CC320698
248,-0.13998635290927292,44.0,CC320759
249,1.2347330329859771,47.0,CC320776
250,1.6214363391060143,43.0,CC320814
251,1.2546964742463658,43.0,CC320818
252,1.156445399846058,47.0,CC320850
253,2.7080832696319557,47.0,CC320861
254,0.7193162730066235,47.0,CC320870
255,2.2248831956638644,47.0,CC320888
256,2.393211067978665,47.0,CC320893
257,0.7968407357044429,42.0,CC320904
258,-0.09256129715096828,40.0,CC321000
259,1.294358149281187,40.0,CC321025
260,0.1648504399514882,40.0,CC321053
261,-0.7297046998772829,41.0,CC321069
262,-0.7910081930836669,43.0,CC321073
263,1.5813333201322506,40.0,CC321087
264,2.308899379717514,44.0,CC321107
265,2.1530877397519466,41.0,CC321137
266,1.3758934369941092,48.0,CC321140
267,-0.3365451039241929,48.0,CC321154
268,1.7715667365263208,39.0,CC321174
269,1.9219087864288613,47.0,CC321201
270,2.110022681562568,40.0,CC321203
271,1.7595544600855964,46.0,CC321281
272,1.6674046868870493,44.0,CC321291
273,-1.566743947892326,46.0,CC321331
274,0.2807598029165231,45.0,CC321368
275,1.8954633744140996,42.0,CC321428
276,1.2472961522041073,48.0,CC321431
277,0.681643378245022,45.0,CC321464
278,0.2591130759077452,42.0,CC321504
279,1.253257166574761,39.0,CC321506
280,0.6708336875600379,39.0,CC321529
281,2.114139441722994,44.0,CC321544
282,2.111805016738717,44.0,CC321557
283,-0.4806846969153579,44.0,CC321585
284,2.326666205123893,43.0,CC321594
285,0.9556582651577479,44.0,CC321595
286,2.3407693124342797,46.0,CC321880
287,2.749401625490961,49.0,CC321899
288,0.6675268016483036,42.0,CC321976
289,-0.3678471374410292,47.0,CC322186
290,0.7274201791317705,51.0,CC410015
291,1.885098754306962,55.0,CC410032
292,3.0093380666334126,55.0,CC410040
293,1.1001850487444307,57.0,CC410084
294,1.060331503614141,57.0,CC410086
295,0.18734822288741645,57.0,CC410091
296,0.2758410993013401,54.0,CC410094
297,-3.51949543452166,49.0,CC410097
298,1.3072794725964787,56.0,CC410101
299,-1.4808136313953546,55.0,CC410113
300,2.349815403420469,57.0,CC410119
301,-0.460392202222354,52.0,CC410121
302,1.7438476878014861,58.0,CC410129
303,0.11877585858288807,49.0,CC410169
304,0.7061726962134108,55.0,CC410173
305,2.3305293671760725,57.0,CC410177
306,1.987828763319578,55.0,CC410179
307,-0.7829510451167824,53.0,CC410182
308,1.2834764784350396,52.0,CC410220
309,2.0732000167511546,55.0,CC410222
310,1.8087696746949224,56.0,CC410226
311,1.5100664770608083,56.0,CC410243
312,-1.8194267835349671,54.0,CC410248
313,0.3223008021141608,53.0,CC410251
314,-0.5279174845494466,50.0,CC410284
315,-0.7083579045807372,49.0,CC410286
316,0.9699556359050758,58.0,CC410287
317,2.597008164635682,58.0,CC410289
318,1.0805471124771222,58.0,CC410297
319,0.691698834403622,51.0,CC410323
320,1.678243590423088,54.0,CC410325
321,-0.6184765325324685,48.0,CC410354
322,0.26971265142974116,57.0,CC410387
323,3.14143136405252,56.0,CC410390
324,-1.0680223262789663,52.0,CC410432
325,1.8616624962224364,58.0,CC410447
326,-0.2125486130226867,54.0,CC412004
327,-1.7630311457655925,54.0,CC412021
328,0.8145119130606359,49.0,CC420004
329,0.40871247628504837,51.0,CC420060
330,1.9571474101909545,57.0,CC420061
331,-2.416915279935476,52.0,CC420071
332,1.2776961404416587,52.0,CC420075
333,-2.412549265047194,48.0,CC420089
334,-1.8644355714309966,52.0,CC420091
335,-0.2781320149838594,56.0,CC420094
336,0.83518736189187,56.0,CC420100
337,0.8498187449407595,56.0,CC420137
338,-0.41196769392507726,53.0,CC420143
339,1.0974710933208531,56.0,CC420148
340,0.7896511620603671,52.0,CC420149
341,1.3016172093890503,58.0,CC420157
342,0.4109162175066131,52.0,CC420162
343,0.14381863128663686,51.0,CC420167
344,2.1177322330559676,49.0,CC420173
345,-1.081444998927584,56.0,CC420180
346,-0.35193515423424976,52.0,CC420182
347,1.4574494398359452,55.0,CC420197
348,-0.06329248029874407,58.0,CC420198
349,-1.6720385863821072,51.0,CC420202
350,0.9835513217712102,53.0,CC420204
351,-0.5689884164306296,50.0,CC420217
352,0.708375839780277,55.0,CC420222
353,1.764144865694165,50.0,CC420226
354,2.2658966829420533,52.0,CC420229
355,1.221334217806849,,CC420231
356,1.5284896727509627,53.0,CC420236
357,0.27773576520763826,55.0,CC420241
358,0.4293949165867645,49.0,CC420244
359,2.1437739063924917,51.0,CC420259
360,1.840937742769026,50.0,CC420260
361,2.3775966285555987,54.0,CC420261
362,0.5858934028513116,56.0,CC420286
363,-2.2034864915661263,49.0,CC420322
364,-0.34299691925804254,52.0,CC420324
365,2.5417461673089754,57.0,CC420348
366,-1.9465962797708922,54.0,CC420356
367,-1.585245289806031,54.0,CC420364
368,0.6867497366614905,48.0,CC420383
369,0.5947736812964587,51.0,CC420392
370,1.105112860853442,53.0,CC420396
371,-0.4951235088850001,49.0,CC420402
372,0.6034933767861599,52.0,CC420412
373,0.8289336562682285,51.0,CC420433
374,0.013654261024421464,53.0,CC420435
375,2.6470401458103634,54.0,CC420454
376,1.0282823132844925,55.0,CC420462
377,1.8586303568602778,55.0,CC420464
378,2.660010017085687,51.0,CC420493
379,-0.5395800538983349,50.0,CC420566
380,2.1845785049698265,54.0,CC420582
381,0.5956415460755546,49.0,CC420587
382,1.2362205837332818,52.0,CC420589
383,-0.3858052840671157,51.0,CC420623
384,-1.018477280875711,50.0,CC420720
385,-1.5467808330590858,56.0,CC420729
386,-0.6640686582297575,49.0,CC420776
387,2.69025070649825,50.0,CC420888
388,-0.4872883458367415,,CC510015
389,-1.8925969425317,63.0,CC510017
390,-1.3654169945179602,60.0,CC510039
391,-0.4986239935471894,58.0,CC510043
392,-1.6574179245174574,59.0,CC510050
393,-2.336163814290793,64.0,CC510062
394,1.618219376017182,,CC510076
395,1.1279428688697406,65.0,CC510086
396,-1.3494700945139881,62.0,CC510115
397,0.19690306373810879,58.0,CC510161
398,0.9121659943192234,64.0,CC510163
399,-1.0578618466943057,62.0,CC510179
400,-1.4056755672987682,66.0,CC510208
401,1.6771641904628902,66.0,CC510220
402,-0.5691661702209094,67.0,CC510226
403,0.10127310420948239,66.0,CC510237
404,-1.7346088628977177,60.0,CC510242
405,-0.17706282743615356,60.0,CC510243
406,0.5576278057590988,62.0,CC510255
407,-0.875295229542577,63.0,CC510256
408,-0.21263256178491508,60.0,CC510258
409,-4.270344780001202,60.0,CC510259
410,-2.983626559694056,60.0,CC510284
411,-0.7921405716715524,66.0,CC510304
412,-2.710807497458174,64.0,CC510321
413,-1.0609362277518406,64.0,CC510323
414,0.2493172376216752,64.0,CC510329
415,-0.6042072402253433,63.0,CC510342
416,-0.11207889876422521,62.0,CC510354
417,-0.15223252302182827,65.0,CC510355
418,0.8471075146550668,67.0,CC510392
419,-0.3885709389794967,,CC510393
420,0.9398131164218337,68.0,CC510395
421,1.589139212592064,64.0,CC510415
422,1.1625158908340674,61.0,CC510433
423,-2.6398675114874344,65.0,CC510434
424,-1.2971495425366026,62.0,CC510438
425,0.03917954736795971,65.0,CC510473
426,-2.39771740908369,66.0,CC510474
427,-3.1761551175792073,,CC510480
428,-2.6951858902621737,60.0,CC510483
429,-0.3722096040062658,63.0,CC510486
430,0.7836285244795499,68.0,CC510511
431,0.4698756186114868,66.0,CC510534
432,0.9715093041554054,62.0,CC510548
433,-1.4900052954920282,61.0,CC510551
434,2.1707105092911028,60.0,CC510568
435,0.09834185941749889,63.0,CC510572
436,1.8652693910675935,59.0,CC510609
437,-1.3437211208725524,59.0,CC510629
438,1.6972664923664234,62.0,CC510639
439,1.4013830369667024,61.0,CC510648
440,-0.20026106295496354,62.0,CC512003
441,-1.168986429554497,64.0,CC520002
442,0.4497591826966948,60.0,CC520011
443,-1.951949012626109,67.0,CC520013
444,0.6825508239133407,58.0,CC520042
445,0.6108042330163606,64.0,CC520053
446,-0.3959265876293473,61.0,CC520055
447,-0.4799494133495183,60.0,CC520065
448,-1.3179835698813998,,CC520078
449,-0.33926267462306453,65.0,CC520083
450,1.1690998473395677,62.0,CC520097
451,-1.066971627165537,64.0,CC520114
452,-2.762332982876453,67.0,CC520122
453,1.4628315040824198,66.0,CC520127
454,-0.18392828597087768,67.0,CC520134
455,0.11946711221679075,65.0,CC520136
456,-1.5797971747091706,61.0,CC520147
457,0.5577575990560566,68.0,CC520162
458,-1.2592686677059726,59.0,CC520168
459,-3.1923262842746527,61.0,CC520175
460,-0.9477851600082818,59.0,CC520197
461,-3.3938844984349994,67.0,CC520200
462,-1.3199348494222272,66.0,CC520209
463,0.5407153969867404,63.0,CC520211
464,1.4000121561622028,63.0,CC520215
465,0.7395149806361306,65.0,CC520239
466,-0.554996370781486,63.0,CC520247
467,0.08160974345121932,58.0,CC520253
468,0.19274856464709048,66.0,CC520254
469,1.1153356306882547,66.0,CC520275
470,0.9464634543616544,68.0,CC520279
471,-2.255302869463743,59.0,CC520287
472,-0.4873758523737219,63.0,CC520377
473,-0.887147910640022,65.0,CC520390
474,0.8546177576830246,64.0,CC520391
475,-2.612841507399234,61.0,CC520395
476,0.19225609533569243,59.0,CC520398
477,0.1712152536576332,63.0,CC520424
478,-2.4077692691678725,63.0,CC520436
479,0.38221068717523077,66.0,CC520477
480,0.8448770422900757,60.0,CC520480
481,1.238386966136189,66.0,CC520503
482,-2.035241286146186,65.0,CC520517
483,1.8033714232764464,64.0,CC520552
484,-0.6337995859647793,65.0,CC520560
485,-2.4753432154378245,66.0,CC520562
486,-0.5601975724512492,59.0,CC520584
487,2.290630744913703,68.0,CC520585
488,-1.4512670364509703,64.0,CC520597
489,-3.325132167043943,64.0,CC520607
490,-4.180773567273406,60.0,CC520624
491,-2.177815808432076,67.0,CC520673
492,-3.8106564514496903,63.0,CC520745
493,1.586498508720398,61.0,CC520775
494,-3.993044352901015,,CC520868
495,-2.4921645264959387,68.0,CC520980
496,-1.9196104823809155,63.0,CC521040
497,1.1562847919854942,68.0,CC610022
498,-1.2855995222024772,68.0,CC610028
499,-4.180573832539338,70.0,CC610039
500,-0.8428476023632617,72.0,CC610040
501,0.9545345813387072,72.0,CC610046
502,-2.770007800720973,71.0,CC610050
503,0.06640893088248954,68.0,CC610051
504,-0.1318700794445448,77.0,CC610052
505,-1.997690745267507,73.0,CC610058
506,0.08577195338472304,76.0,CC610061
507,-0.47184097656021123,69.0,CC610071
508,-4.07213824066713,77.0,CC610076
509,0.19771099506045164,71.0,CC610095
510,-1.8269618952990152,73.0,CC610096
511,-1.3102011624044012,69.0,CC610099
512,-2.1109825109095377,,CC610101
513,-0.6197065829361152,70.0,CC610120
514,-1.1525138769017147,76.0,CC610146
515,-1.8050512464106492,72.0,CC610178
516,-1.7018902955422346,75.0,CC610210
517,-1.9136788591681353,77.0,CC610212
518,-3.2195642071173673,76.0,CC610227
519,-0.7844200875828276,71.0,CC610285
520,0.03538317741391786,69.0,CC610288
521,-0.4874467260541516,72.0,CC610292
522,-1.8527423525652098,69.0,CC610308
523,-0.4845883718511477,71.0,CC610344
524,-2.968535769175446,70.0,CC610372
525,1.4995995235731612,75.0,CC610392
526,0.22230928720137075,72.0,CC610405
527,-3.0178582949326995,76.0,CC610462
528,-1.8556612863684734,,CC610469
529,-0.15756780569364728,,CC610496
530,0.37317429807857405,,CC610508
531,1.1725239940108063,76.0,CC610568
532,-0.5189128063996901,71.0,CC610575
533,-0.8633195782110114,72.0,CC610576
534,-0.2177373445828883,69.0,CC610594
535,-1.0154755148168586,74.0,CC610614
536,-0.7383888113493986,70.0,CC610625
537,0.027296061237251885,77.0,CC610631
538,-2.4153924143545105,71.0,CC610653
539,-1.0717287704867344,78.0,CC610658
540,-0.06940216470904265,70.0,CC610671
541,-2.541250345302818,73.0,CC610697
542,-1.14930731808306,74.0,CC620005
543,-2.2190093950579035,70.0,CC620026
544,1.7320910843798782,73.0,CC620044
545,-1.513977596620918,69.0,CC620073
546,-2.6287566614506668,70.0,CC620085
547,-3.2481940405162155,,CC620090
548,-3.7025882353582285,71.0,CC620106
549,-2.2066976296457437,73.0,CC620114
550,-0.3697755847135849,71.0,CC620118
551,-1.1926659003149962,68.0,CC620121
552,-0.5618209276804227,75.0,CC620129
553,-2.7498441805063107,73.0,CC620152
554,1.5411103276850089,72.0,CC620164
555,-2.3090837192867117,76.0,CC620193
556,-3.9428738164866357,76.0,CC620200
557,-3.2038094724485666,68.0,CC620259
558,-1.0524811687484141,69.0,CC620262
559,0.6326113026960735,76.0,CC620264
560,-1.4457391429632693,77.0,CC620279
561,-3.0832868164752596,75.0,CC620284
562,-0.3779245096144631,,CC620314
563,-2.660079709522752,78.0,CC620354
564,-0.1527298866099241,68.0,CC620359
565,0.5184967588538687,76.0,CC620405
566,-2.771637790132453,68.0,CC620406
567,-0.09043830779277258,76.0,CC620413
568,-1.396091541349052,69.0,CC620429
569,-1.0983389360711033,78.0,CC620436
570,0.8062180878999472,71.0,CC620442
571,-1.6056689492310336,77.0,CC620444
572,-2.5059527070570318,75.0,CC620451
573,-1.2646973123568659,75.0,CC620454
574,-1.4626637001121474,75.0,CC620466
575,0.08656365679239941,69.0,CC620479
576,-3.245389825187834,74.0,CC620490
577,0.17393926743877194,70.0,CC620496
578,-0.9847842824836751,71.0,CC620499
579,-4.29031176938043,,CC620515
580,-0.8103905121146059,78.0,CC620518
581,-4.846270062929506,73.0,CC620526
582,1.2502374490725916,69.0,CC620527
583,-4.213040776277055,73.0,CC620549
584,-2.093638305185143,74.0,CC620557
585,-0.2147436917616053,72.0,CC620560
586,-0.41695071333382605,74.0,CC620567
587,-3.3722423618158683,78.0,CC620572
588,-0.14874664582338373,74.0,CC620592
589,0.03479969963868407,76.0,CC620610
590,-4.367617108080658,71.0,CC620619
591,-2.505763796158844,71.0,CC620659
592,-5.874616185437262,77.0,CC620685
593,-1.9841017122182947,78.0,CC620720
594,-3.2162295436243626,69.0,CC620785
595,-3.8570832376155058,71.0,CC620793
596,-5.192802782790288,70.0,CC620821
597,-4.585545679767345,78.0,CC620885
598,-1.8134678751361946,78.0,CC620919
599,-4.269919200252833,71.0,CC620935
600,-1.9147881276714558,76.0,CC621011
601,-2.526065309763502,70.0,CC621080
602,-3.3741740832603333,76.0,CC621118
603,-7.091979258635047,75.0,CC621128
604,-1.3088642189190078,69.0,CC621184
605,-4.492902764055272,72.0,CC621199
606,-1.8475939962374701,72.0,CC621248
607,-3.888125292905217,79.0,CC621284
608,-1.865640809821487,73.0,CC621642
609,-2.695782877253441,78.0,CC710037
610,-4.8349548680143535,83.0,CC710088
611,-3.9289510959257705,85.0,CC710099
612,-2.5535389715834906,85.0,CC710131
613,-2.0340713463374884,83.0,CC710154
614,-2.186531680107679,,CC710176
615,-3.7993897274241286,79.0,CC710214
616,-2.4011986807687338,79.0,CC710223
617,-2.3754688310683316,81.0,CC710313
618,-5.960708258472545,83.0,CC710342
619,-0.23836028175952323,81.0,CC710350
620,-1.8177319531708684,83.0,CC710382
621,-5.97777369599266,82.0,CC710416
622,-3.1598684881617998,80.0,CC710429
623,-1.6105418531718665,85.0,CC710446
624,-3.5197249109720783,82.0,CC710462
625,-2.4469650214613416,79.0,CC710486
626,-3.1360167679678965,,CC710494
627,-1.8569653005686886,80.0,CC710501
628,-0.0696218920329271,,CC710518
629,-0.621047707740473,83.0,CC710548
630,-2.9077751288665983,85.0,CC710551
631,-2.1277824599609536,83.0,CC710566
632,-2.274692656326672,85.0,CC710591
633,-4.840643562316168,82.0,CC710664
634,-5.09563735318328,84.0,CC710679
635,-2.45591522510087,79.0,CC710858
636,-3.864213185610879,79.0,CC710982
637,-2.422314983834478,,CC711027
638,0.8711353569724151,88.0,CC711035
639,-1.630108979007945,80.0,CC711128
640,-0.9191608225912793,85.0,CC711141
641,-4.6366018760399115,80.0,CC711158
642,-2.046530009383585,,CC711244
643,-1.1733511641521208,,CC711245
644,-1.8723730598579964,87.0,CC712027
645,-2.760880852721166,81.0,CC712085
646,-3.4834400588173837,82.0,CC720023
647,-1.6177223538439989,82.0,CC720071
648,-2.2685064952767315,80.0,CC720103
649,-1.5716604871920183,79.0,CC720119
650,-0.15004092914762077,78.0,CC720180
651,-4.546024855651605,78.0,CC720188
652,-2.147545233354324,80.0,CC720238
653,-1.534671923210851,84.0,CC720290
654,-5.08324510394949,80.0,CC720304
655,-0.3653685249818749,80.0,CC720329
656,-5.352901510605696,80.0,CC720330
657,-0.8098783639705269,,CC720358
658,0.9068900573068194,81.0,CC720359
659,-0.3394306634444035,86.0,CC720400
660,-1.533993520602558,82.0,CC720407
661,-3.0330889326994175,80.0,CC720497
662,-1.5037793592319995,79.0,CC720511
663,-5.403636134969346,84.0,CC720516
664,0.2307331191766171,81.0,CC720622
665,-2.681408829205664,81.0,CC720646
666,-2.036583732542677,79.0,CC720655
667,-3.9407399615725778,79.0,CC720670
668,-4.8296337146532515,81.0,CC720685
669,-2.486587673503408,84.0,CC720723
670,-2.5204778330502564,87.0,CC720774
671,-1.0631954723302302,79.0,CC720941
672,-4.434898529117173,83.0,CC720986
673,-2.0301533523127344,79.0,CC721052
674,-3.6987850717986848,79.0,CC721107
675,-0.04555503338669451,,CC721114
676,-1.5703616623770456,87.0,CC721224
677,0.26618558531487635,80.0,CC721291
678,-2.6970912171966495,79.0,CC721292
679,-2.656558322666727,86.0,CC721374
680,-1.3436527835316403,80.0,CC721377
